nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Upah Minimum Regional/Propinsi";"Tidak Ada";2004;Tahun;-;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2004;Tahun;650000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2004;Tahun;458500;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;620000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;600000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;540000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;551500;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;485000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;503700;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;430000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;405000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;560000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;557000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;711843;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;408260;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;390000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;400000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;340000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;585000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;447500;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;475000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;450000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;445200;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;523698;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;536300;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;600000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;600000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;490000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;510000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;498600;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;435000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;-;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;500000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;440000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;-;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;700000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2005;Tahun;507697;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;820000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;737794;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;650000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;637000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;563000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;604000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;516000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;505000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;640000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;760000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;819100;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;447654;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;450000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;460000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;390000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;661613;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;510000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;550000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;550000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;512000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;634260;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;629000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;701640;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;713500;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;575000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;612000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;573400;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;527000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;612000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;575000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;528000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;822500;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;822500;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2006;Tahun;602702;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;850000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;761000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;725000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;710000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;658000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;662000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;644838;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;555000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;720000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;805000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;900560;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;516840;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;500000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;500000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;448500;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;746500;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;622000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;645000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;600000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;560000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;665973;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;745000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;766500;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;750000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;615000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;673200;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;640000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;560000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;691464;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;635000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;660000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;987000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;987000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2007;Tahun;672480;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;1000000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;822205;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;800000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;800000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;724000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;743000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;690000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;617000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;813000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;833000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;972604;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;568193;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;547000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;586000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;500000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;837000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;682650;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;730000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;650000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;645000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;765868;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;825000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;889654;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;845000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;670000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;740520;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;700000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;600000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;760500;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;700000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;700000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;1105500;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;1105500;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2008;Tahun;745709;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;1200000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;905000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;880000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;901600;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;800000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;824730;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;735000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;691000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;850000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;892000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;1069865;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;628191;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;575000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;700000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;570000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;917500;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;760000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;832500;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;725000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;705000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;873089;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;930000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;955000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;929500;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;720000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;905000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;770000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;675000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;909400;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;775000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;770000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;1180000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;1216100;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2009;Tahun;841530;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1300000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;965000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;940000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1016000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;900000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;927825;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;780000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;767500;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;910000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;925000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1118009;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;671500;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;660000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;745694;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;630000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;955300;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;829316;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;890775;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;800000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;741000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;986590;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1024500;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1002000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1000000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;777500;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1000000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;860000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;710000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;944200;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;840000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;847000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1210000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1316500;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;908824;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1350000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1035500;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1055000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1120000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1028000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1048440;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;815000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;855000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1024000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;975000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1290000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;732000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;675000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;808000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;705000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1000000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;890000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;950000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;850000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;802500;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1134580;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1126000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1084000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1050000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;827500;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1100000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;930000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;762500;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1006000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;900000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;889350;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1410000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1403000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;988829;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1400000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1200000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1150000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1238000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1142500;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1195220;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;930000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;975000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1110000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1015000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1529150;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;780000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;765000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;892660;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;745000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1042000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;967500;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1000000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;925000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;900000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1327459;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1225000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1177000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1250000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;885000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1200000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1032300;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;837500;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1127000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;975000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;960498;"MALUKU UTARA"
